# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	921037	921735	+	AWN22604.1			phosphohydrolase			DKM44_04625	699	232	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	921739	922419	-							DKM44_04630	681		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	921739	922419	-	AWN22605.1			hypothetical protein			DKM44_04630	681	226	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	922420	923289	-							DKM44_04635	870		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	922420	923289	-	AWN22606.1			bifunctional chorismate mutase/prephenate dehydratase			DKM44_04635	870	289	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	923348	924763	+							DKM44_04640	1416		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	923348	924763	+	AWN22607.1			amidase			DKM44_04640	1416	471	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	924834	925364	+							DKM44_04645	531		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	924834	925364	+	AWN22608.1			DUF179 domain-containing protein			DKM44_04645	531	176	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	925440	925748	-							DKM44_04650	309		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	925440	925748	-	AWN22609.1			hypothetical protein			DKM44_04650	309	102	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	925772	926623	+					xth		DKM44_04655	852		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	925772	926623	+	AWN22610.1			exodeoxyribonuclease III	xth		DKM44_04655	852	283	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	926620	929103	+					hrpB		DKM44_04660	2484		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	926620	929103	+	AWN24477.1			ATP-dependent helicase HrpB	hrpB		DKM44_04660	2484	827	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	929100	930470	-							DKM44_04665	1371		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	929100	930470	-	AWN24478.1			bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase			DKM44_04665	1371	456	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	930554	930982	-							DKM44_04670	429		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	930554	930982	-	AWN24479.1			hypothetical protein			DKM44_04670	429	142	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	931496	932368	+							DKM44_04675	873		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	931496	932368	+	AWN22611.1			16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase			DKM44_04675	873	290	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	932492	933415	+							DKM44_04680	924		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	932492	933415	+	AWN22612.1			carbohydrate kinase family protein			DKM44_04680	924	307	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	933422	934207	-							DKM44_04685	786		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	933422	934207	-	AWN22613.1			hypothetical protein			DKM44_04685	786	261	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	934269	934655	+					acpS		DKM44_04690	387		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	934269	934655	+	AWN24480.1			4'-phosphopantetheinyl transferase	acpS		DKM44_04690	387	128	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	934652	935467	+							DKM44_04695	816		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	934652	935467	+	AWN22614.1			hydrolase			DKM44_04695	816	271	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	935445	936674	-							DKM44_04700	1230		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	935445	936674	-	AWN22615.1			(uracil-5)-methyltransferase			DKM44_04700	1230	409	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	936933	939080	+							DKM44_04705	2148		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	936933	939080	+	AWN22616.1			catalase HPII			DKM44_04705	2148	715	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	939146	939853	-							DKM44_04710	708		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	939146	939853	-	AWN22617.1			succinate dehydrogenase iron-sulfur subunit			DKM44_04710	708	235	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	939877	941673	-							DKM44_04715	1797		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	939877	941673	-	AWN22618.1			succinate dehydrogenase flavoprotein subunit			DKM44_04715	1797	598	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	941746	942135	-							DKM44_04720	390		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	941746	942135	-	AWN22619.1			succinate dehydrogenase			DKM44_04720	390	129	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	942136	942492	-					sdhC		DKM44_04725	357		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	942136	942492	-	AWN22620.1			succinate dehydrogenase, cytochrome b556 subunit	sdhC		DKM44_04725	357	118	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	942741	944627	-							DKM44_04730	1887		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	942741	944627	-	AWN22621.1			hypothetical protein			DKM44_04730	1887	628	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	944818	946842	+							DKM44_04735	2025		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	944818	946842	+	AWN22622.1			6-bladed beta-propeller			DKM44_04735	2025	674	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	947129	948208	-							DKM44_04740	1080		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	947129	948208	-	AWN22623.1			acetyl-lysine deacetylase			DKM44_04740	1080	359	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	948205	949302	-							DKM44_04745	1098		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	948205	949302	-	AWN22624.1			hypothetical protein			DKM44_04745	1098	365	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	949451	949696	+							DKM44_04750	246		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	949451	949696	+	AWN22625.1			hypothetical protein			DKM44_04750	246	81	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	949753	949989	+							DKM44_04755	237		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	949753	949989	+	AWN22626.1			hypothetical protein			DKM44_04755	237	78	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	950015	951511	-							DKM44_04760	1497		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	950015	951511	-	AWN24481.1			ATP-dependent protease			DKM44_04760	1497	498	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	951601	952188	-							DKM44_04765	588		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	951601	952188	-	AWN22627.1			hypothetical protein			DKM44_04765	588	195	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	952261	953850	-							DKM44_04770	1590		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	952261	953850	-	AWN22628.1			peptide chain release factor 3			DKM44_04770	1590	529	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	953972	954889	-							DKM44_04775	918		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	953972	954889	-	AWN22629.1			histone deacetylase			DKM44_04775	918	305	
gene	pseudogene	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	954925	955432	-							DKM44_04780	508		pseudo
CDS	without_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	954925	955432	-				HNH endonuclease			DKM44_04780	508		pseudo
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	955780	957381	+							DKM44_04785	1602		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	955780	957381	+	AWN22630.1			ABC transporter ATP-binding protein			DKM44_04785	1602	533	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	957391	958434	+							DKM44_04790	1044		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	957391	958434	+	AWN22631.1			2-nitropropane dioxygenase			DKM44_04790	1044	347	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	958486	959466	+							DKM44_04795	981		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	958486	959466	+	AWN22632.1			peptidase S1			DKM44_04795	981	326	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	959494	960135	+							DKM44_04800	642		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	959494	960135	+	AWN22633.1			DNA-binding response regulator			DKM44_04800	642	213	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	960259	960993	+							DKM44_04805	735		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	960259	960993	+	AWN22634.1			uracil-DNA glycosylase			DKM44_04805	735	244	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	960997	962037	+							DKM44_04810	1041		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	960997	962037	+	AWN22635.1			topoisomerase I			DKM44_04810	1041	346	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	962034	962543	+							DKM44_04815	510		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	962034	962543	+	AWN22636.1			hypothetical protein			DKM44_04815	510	169	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	962621	963199	+							DKM44_04820	579		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	962621	963199	+	AWN22637.1			RNA-binding protein			DKM44_04820	579	192	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	963196	964038	+					prmC		DKM44_04825	843		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	963196	964038	+	AWN22638.1			peptide chain release factor N(5)-glutamine methyltransferase	prmC		DKM44_04825	843	280	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	964041	964412	-							DKM44_04830	372		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	964041	964412	-	AWN22639.1			cysteine methyltransferase			DKM44_04830	372	123	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	964510	965040	+							DKM44_04835	531		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	964510	965040	+	AWN22640.1			hypothetical protein			DKM44_04835	531	176	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	965169	965822	+							DKM44_04840	654		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	965169	965822	+	AWN22641.1			TetR/AcrR family transcriptional regulator			DKM44_04840	654	217	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	965882	966148	-							DKM44_04845	267		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	965882	966148	-	AWN22642.1			hypothetical protein			DKM44_04845	267	88	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	966216	967013	-							DKM44_04850	798		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	966216	967013	-	AWN22643.1			nucleotidyltransferase			DKM44_04850	798	265	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	967079	968554	+							DKM44_04855	1476		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	967079	968554	+	AWN22644.1			proline--tRNA ligase			DKM44_04855	1476	491	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	968618	968818	-							DKM44_04860	201		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	968618	968818	-	AWN22645.1			hypothetical protein			DKM44_04860	201	66	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	968960	970015	-							DKM44_04865	1056		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	968960	970015	-	AWN22646.1			cell division protein ZapE			DKM44_04865	1056	351	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	970008	971015	-							DKM44_04870	1008		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	970008	971015	-	AWN22647.1			mannose-6-phosphate isomerase			DKM44_04870	1008	335	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	971053	971346	-							DKM44_04875	294		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	971053	971346	-	AWN24482.1			addiction module toxin RelE			DKM44_04875	294	97	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	971447	971674	+							DKM44_04880	228		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	971447	971674	+	AWN22648.1			hypothetical protein			DKM44_04880	228	75	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	971676	971882	-							DKM44_04885	207		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	971676	971882	-	AWN22649.1			YwbE family protein			DKM44_04885	207	68	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	971879	972547	-							DKM44_04890	669		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	971879	972547	-	AWN22650.1			haloacid dehalogenase type II			DKM44_04890	669	222	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	972654	974102	-					purF		DKM44_04895	1449		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	972654	974102	-	AWN22651.1			amidophosphoribosyltransferase	purF		DKM44_04895	1449	482	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	974166	976406	-							DKM44_04900	2241		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	974166	976406	-	AWN22652.1			phosphoribosylformylglycinamidine synthase subunit PurL			DKM44_04900	2241	746	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	976403	976879	-							DKM44_04905	477		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	976403	976879	-	AWN22653.1			hypothetical protein			DKM44_04905	477	158	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	976876	977580	-							DKM44_04910	705		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	976876	977580	-	AWN22654.1			phosphoribosylformylglycinamidine synthase I			DKM44_04910	705	234	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	977541	977807	-							DKM44_04915	267		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	977541	977807	-	AWN22655.1			phosphoribosylformylglycinamidine synthase			DKM44_04915	267	88	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	977858	978580	-							DKM44_04920	723		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	977858	978580	-	AWN22656.1			phosphoribosylaminoimidazolesuccinocarboxamide synthase			DKM44_04920	723	240	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	978966	979241	+							DKM44_04925	276		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	978966	979241	+	AWN22657.1			hypothetical protein			DKM44_04925	276	91	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	979238	980077	+							DKM44_04930	840		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	979238	980077	+	AWN22658.1			phosphoprotein phosphatase			DKM44_04930	840	279	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	980091	980405	-							DKM44_04935	315		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	980091	980405	-	AWN22659.1			hypothetical protein			DKM44_04935	315	104	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	980461	980772	+							DKM44_04940	312		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	980461	980772	+	AWN22660.1			hypothetical protein			DKM44_04940	312	103	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	980844	981554	-							DKM44_04945	711		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	980844	981554	-	AWN22661.1			hypothetical protein			DKM44_04945	711	236	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	981560	983143	-							DKM44_04950	1584		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	981560	983143	-	AWN22662.1			pyrrolo-quinoline quinone			DKM44_04950	1584	527	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	983235	983696	-							DKM44_04955	462		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	983235	983696	-	AWN22663.1			hypothetical protein			DKM44_04955	462	153	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	983680	984306	-							DKM44_04960	627		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	983680	984306	-	AWN22664.1			hypothetical protein			DKM44_04960	627	208	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	984409	984999	-							DKM44_04965	591		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	984409	984999	-	AWN24483.1			hypothetical protein			DKM44_04965	591	196	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	985007	987166	-					pnp		DKM44_04970	2160		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	985007	987166	-	AWN22665.1			polyribonucleotide nucleotidyltransferase	pnp		DKM44_04970	2160	719	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	987237	988688	-							DKM44_04975	1452		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	987237	988688	-	AWN22666.1			hypothetical protein			DKM44_04975	1452	483	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	988741	989709	-							DKM44_04980	969		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	988741	989709	-	AWN22667.1			L-asparaginase			DKM44_04980	969	322	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	989731	990696	-							DKM44_04985	966		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	989731	990696	-	AWN22668.1			ArsR family transcriptional regulator			DKM44_04985	966	321	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	990920	992779	+							DKM44_04990	1860		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	990920	992779	+	AWN22669.1			glycoside hydrolase family 2			DKM44_04990	1860	619	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	992776	994080	+							DKM44_04995	1305		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	992776	994080	+	AWN22670.1			ABC transporter substrate-binding protein			DKM44_04995	1305	434	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	994163	995098	+							DKM44_05000	936		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	994163	995098	+	AWN22671.1			sugar ABC transporter permease			DKM44_05000	936	311	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	995095	995979	+							DKM44_05005	885		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	995095	995979	+	AWN22672.1			carbohydrate ABC transporter permease			DKM44_05005	885	294	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	995976	997211	+							DKM44_05010	1236		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	995976	997211	+	AWN22673.1			hypothetical protein			DKM44_05010	1236	411	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	997241	998293	+							DKM44_05015	1053		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	997241	998293	+	AWN24484.1			glycoside hydrolase			DKM44_05015	1053	350	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	998296	999213	+							DKM44_05020	918		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	998296	999213	+	AWN24485.1			glycoside hydrolase			DKM44_05020	918	305	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	999217	999942	-							DKM44_05025	726		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	999217	999942	-	AWN22674.1			NAD(P)-dependent oxidoreductase			DKM44_05025	726	241	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1000084	1001181	+							DKM44_05030	1098		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1000084	1001181	+	AWN22675.1			peptidase M20			DKM44_05030	1098	365	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1001187	1002125	-							DKM44_05035	939		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1001187	1002125	-	AWN24486.1			dihydrofolate reductase			DKM44_05035	939	312	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1002149	1002928	-							DKM44_05040	780		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1002149	1002928	-	AWN22676.1			3-oxoacyl-ACP reductase			DKM44_05040	780	259	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1002925	1003848	-							DKM44_05045	924		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1002925	1003848	-	AWN22677.1			dihydrodipicolinate synthase family protein			DKM44_05045	924	307	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1003859	1005031	-							DKM44_05050	1173		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1003859	1005031	-	AWN22678.1			acyl-CoA dehydrogenase			DKM44_05050	1173	390	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1005065	1006228	-							DKM44_05055	1164		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1005065	1006228	-	AWN22679.1			formyl-CoA transferase			DKM44_05055	1164	387	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1006228	1008360	-							DKM44_05060	2133		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1006228	1008360	-	AWN22680.1			transporter			DKM44_05060	2133	710	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1008306	1008701	-							DKM44_05065	396		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1008306	1008701	-	AWN22681.1			hypothetical protein			DKM44_05065	396	131	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1008710	1009687	-							DKM44_05070	978		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1008710	1009687	-	AWN22682.1			TRAP transporter substrate-binding protein			DKM44_05070	978	325	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1009737	1010975	-							DKM44_05075	1239		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1009737	1010975	-	AWN24487.1			L-2-hydroxyglutarate oxidase			DKM44_05075	1239	412	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1011127	1011885	+							DKM44_05080	759		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1011127	1011885	+	AWN22683.1			GntR family transcriptional regulator			DKM44_05080	759	252	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1011882	1012709	-							DKM44_05085	828		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1011882	1012709	-	AWN22684.1			class III aminotransferase			DKM44_05085	828	275	
gene	pseudogene	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1012818	1013456	-							DKM44_05090	639		pseudo
CDS	without_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1012818	1013456	-				hypothetical protein			DKM44_05090	639		pseudo
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1013531	1013890	-							DKM44_05095	360		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1013531	1013890	-	AWN22685.1			hypothetical protein			DKM44_05095	360	119	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1013944	1014966	+							DKM44_05100	1023		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1013944	1014966	+	AWN22686.1			hypothetical protein			DKM44_05100	1023	340	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1015048	1015485	-							DKM44_05105	438		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1015048	1015485	-	AWN22687.1			response regulator			DKM44_05105	438	145	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1015482	1017053	-							DKM44_05110	1572		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1015482	1017053	-	AWN22688.1			histidine kinase			DKM44_05110	1572	523	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1017142	1018380	-							DKM44_05115	1239		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1017142	1018380	-	AWN22689.1			acetylornithine aminotransferase			DKM44_05115	1239	412	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	1018525	1019931	-					lpdA		DKM44_05120	1407		
