# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	433437	435500	+							SU48_02045	2064		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	433437	435500	+	ANE44709.1			ATP synthase subunit I			SU48_02045	2064	687	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	435518	435820	+							SU48_02050	303		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	435518	435820	+	ANE42737.1			ATP synthase subunit K			SU48_02050	303	100	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	435822	436379	+							SU48_02055	558		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	435822	436379	+	ANE42738.1			ATP synthase subunit E			SU48_02055	558	185	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	436392	437369	+							SU48_02060	978		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	436392	437369	+	ANE42739.1			ATP synthase subunit C			SU48_02060	978	325	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	437366	437719	+							SU48_02065	354		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	437366	437719	+	ANE42740.1			ATP synthase subunit F			SU48_02065	354	117	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	437844	439592	+							SU48_02070	1749		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	437844	439592	+	ANE42741.1			ATP synthase subunit A			SU48_02070	1749	582	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	439589	440998	+							SU48_02075	1410		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	439589	440998	+	ANE42742.1			ATP synthase subunit B			SU48_02075	1410	469	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	441103	441780	+							SU48_02080	678		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	441103	441780	+	ANE42743.1			ATP synthase subunit D			SU48_02080	678	225	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	441833	442411	-							SU48_02085	579		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	441833	442411	-	ANE42744.1			phosphohydrolase			SU48_02085	579	192	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	442404	443372	-							SU48_02090	969		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	442404	443372	-	ANE42745.1			glycerol-3-phosphate dehydrogenase			SU48_02090	969	322	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	443369	444142	-							SU48_02095	774		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	443369	444142	-	ANE42746.1			methyltransferase type 11			SU48_02095	774	257	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	444151	444717	-							SU48_02100	567		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	444151	444717	-	ANE42747.1			hypothetical protein			SU48_02100	567	188	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	444762	445151	-							SU48_02105	390		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	444762	445151	-	ANE42748.1			hypothetical protein			SU48_02105	390	129	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	445300	445683	-							SU48_02110	384		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	445300	445683	-	ANE42749.1			hypothetical protein			SU48_02110	384	127	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	446108	448705	+							SU48_02115	2598		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	446108	448705	+	ANE42750.1			helicase DnaB			SU48_02115	2598	865	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	448705	449421	+							SU48_02120	717		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	448705	449421	+	ANE42751.1			DNA mismatch repair protein MutT			SU48_02120	717	238	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	449957	450670	+							SU48_02125	714		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	449957	450670	+	ANE42752.1			short-chain dehydrogenase			SU48_02125	714	237	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	450819	451283	+							SU48_02130	465		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	450819	451283	+	ANE42753.1			NrdR family transcriptional regulator			SU48_02130	465	154	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	451280	452194	-							SU48_02135	915		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	451280	452194	-	ANE42754.1			methyltransferase type 12			SU48_02135	915	304	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	452194	453114	-							SU48_02140	921		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	452194	453114	-	ANE42755.1			permease			SU48_02140	921	306	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	453220	456297	-							SU48_02145	3078		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	453220	456297	-	ANE42756.1			hypothetical protein			SU48_02145	3078	1025	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	458187	462971	-							SU48_02150	4785		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	458187	462971	-	ANE42757.1			hypothetical protein			SU48_02150	4785	1594	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	464338	465792	-							SU48_02155	1455		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	464338	465792	-	ANE42758.1			hypothetical protein			SU48_02155	1455	484	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	466827	467852	-							SU48_02160	1026		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	466827	467852	-	ANE42759.1			hypothetical protein			SU48_02160	1026	341	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	468171	469328	-							SU48_02165	1158		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	468171	469328	-	ANE42760.1			transposase			SU48_02165	1158	385	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	469347	469550	+							SU48_02170	204		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	469347	469550	+	ANE42761.1			hypothetical protein			SU48_02170	204	67	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	469621	470331	-							SU48_02175	711		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	469621	470331	-	ANE44710.1			transposase			SU48_02175	711	236	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	470463	470732	-							SU48_02180	270		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	470463	470732	-	ANE42762.1			transposase			SU48_02180	270	89	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	470795	473320	-							SU48_02185	2526		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	470795	473320	-	ANE42763.1			hypothetical protein			SU48_02185	2526	841	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	473684	478513	-							SU48_02190	4830		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	473684	478513	-	ANE42764.1			hypothetical protein			SU48_02190	4830	1609	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	478515	481316	-							SU48_02195	2802		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	478515	481316	-	ANE44711.1			hypothetical protein			SU48_02195	2802	933	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	481603	484053	-							SU48_02200	2451		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	481603	484053	-	ANE42765.1			hypothetical protein			SU48_02200	2451	816	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	484372	486561	-							SU48_02205	2190		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	484372	486561	-	ANE42766.1			hypothetical protein			SU48_02205	2190	729	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	486616	487131	-							SU48_02210	516		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	486616	487131	-	ANE42767.1			hypothetical protein			SU48_02210	516	171	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	487611	488666	+							SU48_02215	1056		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	487611	488666	+	ANE42768.1			tRNA-dihydrouridine synthase			SU48_02215	1056	351	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	488663	489118	+							SU48_02220	456		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	488663	489118	+	ANE42769.1			YjeE family ATPase			SU48_02220	456	151	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	489427	490614	+							SU48_02225	1188		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	489427	490614	+	ANE42770.1			acetate kinase			SU48_02225	1188	395	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	490718	492829	+							SU48_02230	2112		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	490718	492829	+	ANE42771.1			phosphate acetyltransferase			SU48_02230	2112	703	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	492892	493593	-							SU48_02235	702		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	492892	493593	-	ANE42772.1			hypothetical protein			SU48_02235	702	233	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	493681	494802	-							SU48_02240	1122		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	493681	494802	-	ANE42773.1			permease			SU48_02240	1122	373	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	494787	495848	-							SU48_02245	1062		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	494787	495848	-	ANE42774.1			permease			SU48_02245	1062	353	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	495967	496668	-							SU48_02250	702		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	495967	496668	-	ANE42775.1			DdrC			SU48_02250	702	233	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	497192	497752	-							SU48_02255	561		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	497192	497752	-	ANE42776.1			exonuclease			SU48_02255	561	186	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	497979	498482	+							SU48_02260	504		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	497979	498482	+	ANE42777.1			hypothetical protein			SU48_02260	504	167	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	498514	499446	-							SU48_02265	933		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	498514	499446	-	ANE42778.1			transporter			SU48_02265	933	310	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	499872	500108	-							SU48_02270	237		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	499872	500108	-	ANE42779.1			4Fe-4S ferredoxin			SU48_02270	237	78	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	500271	501095	-							SU48_02275	825		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	500271	501095	-	ANE42780.1			nucleotide-diphospho-sugar transferase			SU48_02275	825	274	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	501184	501507	+							SU48_02280	324		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	501184	501507	+	ANE42781.1			hypothetical protein			SU48_02280	324	107	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	501575	502969	-							SU48_02285	1395		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	501575	502969	-	ANE42782.1			histidine kinase			SU48_02285	1395	464	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	503127	503789	-							SU48_02290	663		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	503127	503789	-	ANE42783.1			response regulator			SU48_02290	663	220	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	503851	504291	-							SU48_02295	441		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	503851	504291	-	ANE42784.1			hypothetical protein			SU48_02295	441	146	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	504844	505206	-							SU48_02300	363		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	504844	505206	-	ANE44712.1			hypothetical protein			SU48_02300	363	120	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	505608	505910	+							SU48_02305	303		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	505608	505910	+	ANE42785.1			50S ribosomal protein L21			SU48_02305	303	100	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	505922	506197	+							SU48_02310	276		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	505922	506197	+	ANE42786.1			50S ribosomal protein L27			SU48_02310	276	91	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	506391	507704	+							SU48_02315	1314		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	506391	507704	+	ANE42787.1			GTPase			SU48_02315	1314	437	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	507883	508677	-							SU48_02320	795		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	507883	508677	-	ANE42788.1			peptidylprolyl isomerase			SU48_02320	795	264	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	508800	509426	+							SU48_02325	627		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	508800	509426	+	ANE42789.1			cytidylate kinase			SU48_02325	627	208	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	509592	510866	-							SU48_02330	1275		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	509592	510866	-	ANE42790.1			peptidase M16			SU48_02330	1275	424	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	510859	512157	-							SU48_02335	1299		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	510859	512157	-	ANE44713.1			peptidase M16			SU48_02335	1299	432	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	512303	512830	+							SU48_02340	528		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	512303	512830	+	ANE42791.1			peptidase M23			SU48_02340	528	175	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	512906	513181	-							SU48_02345	276		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	512906	513181	-	ANE42792.1			hypothetical protein			SU48_02345	276	91	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	513304	514377	-							SU48_02350	1074		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	513304	514377	-	ANE42793.1			AsnC family transcriptional regulator			SU48_02350	1074	357	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	514520	514813	+							SU48_02355	294		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	514520	514813	+	ANE42794.1			AsnC family transcriptional regulator			SU48_02355	294	97	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	515501	515932	+							SU48_02360	432		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	515501	515932	+	ANE42795.1			hypothetical protein			SU48_02360	432	143	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	516069	516782	+							SU48_02365	714		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	516069	516782	+	ANE42796.1			guanylate kinase			SU48_02365	714	237	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	516810	517346	+							SU48_02370	537		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	516810	517346	+	ANE42797.1			Appr-1-p processing protein			SU48_02370	537	178	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	517410	518885	-							SU48_02375	1476		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	517410	518885	-	ANE42798.1			cleavage protein			SU48_02375	1476	491	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	518991	519452	+							SU48_02380	462		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	518991	519452	+	ANE44714.1			universal stress protein			SU48_02380	462	153	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	519816	520892	-							SU48_02385	1077		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	519816	520892	-	ANE42799.1			OstA family protein			SU48_02385	1077	358	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	520978	521844	-							SU48_02390	867		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	520978	521844	-	ANE44715.1			hypothetical protein			SU48_02390	867	288	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	521943	522551	-							SU48_02395	609		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	521943	522551	-	ANE42800.1			hypothetical protein			SU48_02395	609	202	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	522684	523466	+							SU48_02400	783		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	522684	523466	+	ANE42801.1			deoxyribonuclease			SU48_02400	783	260	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	523577	524737	+							SU48_02405	1161		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	523577	524737	+	ANE42802.1			acyl-CoA dehydrogenase			SU48_02405	1161	386	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	524871	525785	-							SU48_02410	915		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	524871	525785	-	ANE42803.1			magnesium transporter			SU48_02410	915	304	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	525917	526291	+							SU48_02415	375		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	525917	526291	+	ANE42804.1			chromosome condensation protein CrcB			SU48_02415	375	124	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	526546	527757	+							SU48_02420	1212		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	526546	527757	+	ANE42805.1			exodeoxyribonuclease VII large subunit			SU48_02420	1212	403	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	527872	528714	-							SU48_02425	843		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	527872	528714	-	ANE44716.1			3-mercaptopyruvate sulfurtransferase			SU48_02425	843	280	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	528968	530656	-							SU48_02430	1689		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	528968	530656	-	ANE42806.1			ribonuclease			SU48_02430	1689	562	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	531047	531712	-				dienelactone hydrolase			SU48_02435	666		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	532011	532451	-							SU48_02440	441		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	532011	532451	-	ANE42807.1			50S ribosomal protein L9			SU48_02440	441	146	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	532463	532735	-							SU48_02445	273		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	532463	532735	-	ANE42808.1			30S ribosomal protein S18			SU48_02445	273	90	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	532795	533685	-							SU48_02450	891		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	532795	533685	-	ANE42809.1			single-stranded DNA-binding protein			SU48_02450	891	296	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	533844	534152	-							SU48_02455	309		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	533844	534152	-	ANE42810.1			30S ribosomal protein S6			SU48_02455	309	102	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	534367	534876	+							SU48_02460	510		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	534367	534876	+	ANE44717.1			hypothetical protein			SU48_02460	510	169	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	534879	535826	+							SU48_02465	948		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	534879	535826	+	ANE42811.1			hypothetical protein			SU48_02465	948	315	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	536079	537074	-							SU48_02470	996		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	536079	537074	-	ANE42812.1			serine/threonine protein kinase			SU48_02470	996	331	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	537348	538286	-							SU48_02475	939		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	537348	538286	-	ANE42813.1			peptide chain release factor 2			SU48_02475	939	312	
gene	rRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	538935	540443	+							SU48_02480	1509		
rRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	538935	540443	+				16S ribosomal RNA			SU48_02480	1509		
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	540633	540902	+							SU48_02485	270		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	540633	540902	+	ANE42814.1			acyl-CoA-binding protein			SU48_02485	270	89	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	541084	541887	+							SU48_02490	804		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	541084	541887	+	ANE42815.1			hydrolase			SU48_02490	804	267	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	541893	542777	+							SU48_02495	885		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	541893	542777	+	ANE44718.1			dihydropteroate synthase			SU48_02495	885	294	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	542811	543176	+							SU48_02500	366		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	542811	543176	+	ANE42816.1			dihydroneopterin aldolase			SU48_02500	366	121	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	543181	543669	+							SU48_02505	489		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	543181	543669	+	ANE42817.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase			SU48_02505	489	162	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	543708	544214	+							SU48_02510	507		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	543708	544214	+	ANE42818.1			hypothetical protein			SU48_02510	507	168	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	544297	544611	-							SU48_02515	315		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	544297	544611	-	ANE42819.1			hypothetical protein			SU48_02515	315	104	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	544750	546915	-							SU48_02520	2166		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	544750	546915	-	ANE42820.1			polynucleotide phosphorylase/polyadenylase			SU48_02520	2166	721	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	547188	549236	+							SU48_02525	2049		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	547188	549236	+	ANE42821.1			molybdopterin oxidoreductase			SU48_02525	2049	682	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	549370	549990	-				hypothetical protein			SU48_02530	621		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	550002	550358	-							SU48_02535	357		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	550002	550358	-	ANE44719.1			hypothetical protein			SU48_02535	357	118	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	550810	551145	-							SU48_02540	336		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	550810	551145	-	ANE44720.1			arsenate reductase			SU48_02540	336	111	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	551250	552248	-							SU48_02545	999		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	551250	552248	-	ANE44721.1			ATP-dependent DNA helicase RuvB			SU48_02545	999	332	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	552454	553233	+							SU48_02550	780		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	552454	553233	+	ANE42822.1			hypothetical protein			SU48_02550	780	259	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	553318	553983	-							SU48_02555	666		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	553318	553983	-	ANE42823.1			electron transporter			SU48_02555	666	221	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	554146	554847	+							SU48_02560	702		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	554146	554847	+	ANE42824.1			hypothetical protein			SU48_02560	702	233	
