# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	924337	925446	-	ASN80392.1			lipopolysaccharide biosynthesis protein			DFI_04655	1110	369	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	925443	926339	-							DFI_04660	897		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	925443	926339	-	ASN80393.1			bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase			DFI_04660	897	298	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	926412	927959	-							DFI_04665	1548		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	926412	927959	-	ASN80394.1			bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase			DFI_04665	1548	515	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	928270	929067	+							DFI_04670	798		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	928270	929067	+	ASN80395.1			amino acid ABC transporter permease			DFI_04670	798	265	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	929132	930433	-							DFI_04675	1302		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	929132	930433	-	ASN80396.1			AI-2E family transporter			DFI_04675	1302	433	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	930438	932687	-							DFI_04680	2250		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	930438	932687	-	ASN80397.1			C4-dicarboxylate ABC transporter			DFI_04680	2250	749	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	932783	933748	-							DFI_04685	966		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	932783	933748	-	ASN80398.1			TRAP transporter substrate-binding protein			DFI_04685	966	321	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	933949	934734	+							DFI_04690	786		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	933949	934734	+	ASN80399.1			peptide ABC transporter ATP-binding protein			DFI_04690	786	261	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	934814	936064	-							DFI_04695	1251		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	934814	936064	-	ASN80400.1			MFS transporter			DFI_04695	1251	416	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	936225	937865	-							DFI_04700	1641		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	936225	937865	-	ASN80401.1			Cl- channel voltage-gated family protein			DFI_04700	1641	546	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	937985	939379	+							DFI_04705	1395		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	937985	939379	+	ASN82013.1			NCS2 family permease			DFI_04705	1395	464	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	939384	940646	+							DFI_04710	1263		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	939384	940646	+	ASN80402.1			glycerate kinase			DFI_04710	1263	420	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	940776	941399	+							DFI_04715	624		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	940776	941399	+	ASN80403.1			superoxide dismutase			DFI_04715	624	207	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	941500	941910	+							DFI_04720	411		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	941500	941910	+	ASN80404.1			hypothetical protein			DFI_04720	411	136	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	941932	942837	-							DFI_04725	906		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	941932	942837	-	ASN80405.1			chlorite dismutase			DFI_04725	906	301	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	942924	943304	+							DFI_04730	381		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	942924	943304	+	ASN80406.1			lactoylglutathione lyase			DFI_04730	381	126	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	943262	944548	-							DFI_04735	1287		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	943262	944548	-	ASN82014.1			AI-2E family transporter			DFI_04735	1287	428	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	944622	945650	-							DFI_04740	1029		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	944622	945650	-	ASN80407.1			hypothetical protein			DFI_04740	1029	342	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	945787	946701	-							DFI_04745	915		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	945787	946701	-	ASN80408.1			ABC transporter permease			DFI_04745	915	304	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	946698	948851	-							DFI_04750	2154		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	946698	948851	-	ASN82015.1			ABC transporter permease			DFI_04750	2154	717	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	949019	949432	+							DFI_04755	414		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	949019	949432	+	ASN80409.1			nucleoside-diphosphate kinase			DFI_04755	414	137	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	949502	949957	-							DFI_04760	456		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	949502	949957	-	ASN82016.1			hypothetical protein			DFI_04760	456	151	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	950034	950351	+							DFI_04765	318		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	950034	950351	+	ASN80410.1			hypothetical protein			DFI_04765	318	105	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	950377	951162	+							DFI_04770	786		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	950377	951162	+	ASN80411.1			nitroreductase			DFI_04770	786	261	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	951247	952173	+							DFI_04775	927		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	951247	952173	+	ASN80412.1			oxidoreductase			DFI_04775	927	308	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	952319	953380	+							DFI_04780	1062		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	952319	953380	+	ASN82017.1			chalcone synthase			DFI_04780	1062	353	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	953441	953785	-							DFI_04785	345		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	953441	953785	-	ASN80413.1			hypothetical protein			DFI_04785	345	114	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	953812	954015	-							DFI_04790	204		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	953812	954015	-	ASN80414.1			hypothetical protein			DFI_04790	204	67	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	954034	954231	-							DFI_04795	198		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	954034	954231	-	ASN80415.1			hypothetical protein			DFI_04795	198	65	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	954353	954820	-							DFI_04800	468		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	954353	954820	-	ASN80416.1			cytochrome C			DFI_04800	468	155	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	954843	956768	-							DFI_04805	1926		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	954843	956768	-	ASN80417.1			heavy metal translocating P-type ATPase			DFI_04805	1926	641	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	957130	957975	-							DFI_04810	846		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	957130	957975	-	ASN80418.1			CoA transferase			DFI_04810	846	281	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	958044	958898	-							DFI_04815	855		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	958044	958898	-	ASN82018.1			hypothetical protein			DFI_04815	855	284	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	959211	961925	+							DFI_04820	2715		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	959211	961925	+	ASN80419.1			aconitate hydratase			DFI_04820	2715	904	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	962036	963403	-							DFI_04825	1368		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	962036	963403	-	ASN80420.1			NAD(P) transhydrogenase subunit beta			DFI_04825	1368	455	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	963407	963727	-							DFI_04830	321		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	963407	963727	-	ASN80421.1			NAD(P)(+) transhydrogenase			DFI_04830	321	106	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	963738	964862	-							DFI_04835	1125		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	963738	964862	-	ASN80422.1			NAD(P) transhydrogenase subunit alpha			DFI_04835	1125	374	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	965165	966505	-							DFI_04840	1341		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	965165	966505	-	ASN80423.1			hypothetical protein			DFI_04840	1341	446	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	966674	967069	-							DFI_04845	396		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	966674	967069	-	ASN80424.1			hypothetical protein			DFI_04845	396	131	
gene	pseudogene	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	967246	967629	-							DFI_04850	384		pseudo
CDS	without_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	967246	967629	-				hypothetical protein			DFI_04850	384		pseudo
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	967760	968884	+							DFI_04855	1125		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	967760	968884	+	ASN80425.1			hypothetical protein			DFI_04855	1125	374	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	968914	969354	+							DFI_04860	441		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	968914	969354	+	ASN80426.1			hypothetical protein			DFI_04860	441	146	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	969347	970351	+							DFI_04865	1005		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	969347	970351	+	ASN80427.1			ferredoxin			DFI_04865	1005	334	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	970470	971885	+							DFI_04870	1416		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	970470	971885	+	ASN80428.1			D-alanyl-D-alanine carboxypeptidase			DFI_04870	1416	471	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	971982	972575	+							DFI_04875	594		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	971982	972575	+	ASN82019.1			non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family			DFI_04875	594	197	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	972640	973086	-							DFI_04880	447		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	972640	973086	-	ASN80429.1			cysteine desufuration protein SufE			DFI_04880	447	148	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	973188	974060	+							DFI_04885	873		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	973188	974060	+	ASN80430.1			sulfurtransferase			DFI_04885	873	290	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	974631	974915	+							DFI_04890	285		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	974631	974915	+	ASN82020.1			hypothetical protein			DFI_04890	285	94	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	975037	975513	+							DFI_04895	477		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	975037	975513	+	ASN80431.1			hypothetical protein			DFI_04895	477	158	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	975581	976543	-							DFI_04900	963		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	975581	976543	-	ASN80432.1			metallophosphoesterase			DFI_04900	963	320	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	976621	976977	+							DFI_04905	357		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	976621	976977	+	ASN80433.1			MmcQ-like protein			DFI_04905	357	118	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	976974	977552	+							DFI_04910	579		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	976974	977552	+	ASN80434.1			hypothetical protein			DFI_04910	579	192	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	977614	978477	+							DFI_04915	864		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	977614	978477	+	ASN80435.1			short-chain dehydrogenase			DFI_04915	864	287	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	978474	979973	+							DFI_04920	1500		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	978474	979973	+	ASN80436.1			hypothetical protein			DFI_04920	1500	499	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	980203	982875	-							DFI_04925	2673		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	980203	982875	-	ASN80437.1			alanine--tRNA ligase			DFI_04925	2673	890	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	982985	985354	+							DFI_04930	2370		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	982985	985354	+	ASN80438.1			GGDEF-domain containing protein			DFI_04930	2370	789	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	985374	986408	-							DFI_04935	1035		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	985374	986408	-	ASN80439.1			response regulator			DFI_04935	1035	344	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	986532	987263	-							DFI_04940	732		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	986532	987263	-	ASN80440.1			YebC/PmpR family DNA-binding transcriptional regulator			DFI_04940	732	243	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	987431	987907	-							DFI_04945	477		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	987431	987907	-	ASN80441.1			hypothetical protein			DFI_04945	477	158	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	987942	988142	-							DFI_04950	201		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	987942	988142	-	ASN80442.1			hypothetical protein			DFI_04950	201	66	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	988228	989265	-							DFI_04955	1038		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	988228	989265	-	ASN80443.1			nucleotidyl transferase			DFI_04955	1038	345	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	989340	990311	-							DFI_04960	972		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	989340	990311	-	ASN82021.1			proline iminopeptidase			DFI_04960	972	323	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	990555	991223	+							DFI_04965	669		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	990555	991223	+	ASN80444.1			DNA-binding response regulator			DFI_04965	669	222	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	991293	991940	-							DFI_04970	648		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	991293	991940	-	ASN80445.1			TetR family transcriptional regulator			DFI_04970	648	215	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	992020	992904	+							DFI_04975	885		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	992020	992904	+	ASN80446.1			hypothetical protein			DFI_04975	885	294	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	992939	993871	+							DFI_04980	933		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	992939	993871	+	ASN80447.1			esterase			DFI_04980	933	310	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	993858	994565	-							DFI_04985	708		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	993858	994565	-	ASN82022.1			N-acetyltransferase			DFI_04985	708	235	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	994610	995185	+							DFI_04990	576		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	994610	995185	+	ASN80448.1			orotate phosphoribosyltransferase			DFI_04990	576	191	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	995215	997035	-							DFI_04995	1821		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	995215	997035	-	ASN80449.1			ABC transporter ATP-binding protein			DFI_04995	1821	606	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	997097	998845	-							DFI_05000	1749		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	997097	998845	-	ASN80450.1			helicase			DFI_05000	1749	582	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	999004	999657	-							DFI_05005	654		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	999004	999657	-	ASN80451.1			phosphate transport system regulatory protein PhoU			DFI_05005	654	217	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	999793	1000797	-							DFI_05010	1005		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	999793	1000797	-	ASN80452.1			histidine kinase			DFI_05010	1005	334	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1000811	1001506	-							DFI_05015	696		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1000811	1001506	-	ASN80453.1			DNA-binding response regulator			DFI_05015	696	231	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1001780	1002991	+							DFI_05020	1212		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1001780	1002991	+	ASN80454.1			methionine adenosyltransferase			DFI_05020	1212	403	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1003048	1004016	-							DFI_05025	969		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1003048	1004016	-	ASN80455.1			RNA pseudouridine synthase			DFI_05025	969	322	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1004042	1004650	-							DFI_05030	609		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1004042	1004650	-	ASN80456.1			peroxidase			DFI_05030	609	202	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1004772	1005743	+							DFI_05035	972		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1004772	1005743	+	ASN80457.1			MBL fold metallo-hydrolase			DFI_05035	972	323	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1005734	1006021	-							DFI_05040	288		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1005734	1006021	-	ASN80458.1			hypothetical protein			DFI_05040	288	95	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1006025	1007797	-							DFI_05045	1773		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1006025	1007797	-	ASN82023.1			ATPase			DFI_05045	1773	590	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1007821	1008852	-							DFI_05050	1032		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1007821	1008852	-	ASN80459.1			nuclease			DFI_05050	1032	343	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1008930	1009967	-							DFI_05055	1038		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1008930	1009967	-	ASN80460.1			ABC transporter ATP-binding protein			DFI_05055	1038	345	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1009964	1011535	-							DFI_05060	1572		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1009964	1011535	-	ASN80461.1			iron ABC transporter permease			DFI_05060	1572	523	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1011627	1012616	-							DFI_05065	990		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1011627	1012616	-	ASN80462.1			iron ABC transporter substrate-binding protein			DFI_05065	990	329	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1012744	1013382	-							DFI_05070	639		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1012744	1013382	-	ASN80463.1			Crp/Fnr family transcriptional regulator			DFI_05070	639	212	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1013594	1014580	-							DFI_05075	987		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1013594	1014580	-	ASN80464.1			histone deacetylase			DFI_05075	987	328	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1014579	1015340	+							DFI_05080	762		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1014579	1015340	+	ASN80465.1			CHAD domain-containing protein			DFI_05080	762	253	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1015392	1015691	-							DFI_05085	300		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1015392	1015691	-	ASN80466.1			hypothetical protein			DFI_05085	300	99	
gene	pseudogene	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1015918	1016723	-							DFI_05090	806		pseudo
CDS	without_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1015918	1016723	-				IS5/IS1182 family transposase			DFI_05090	806		pseudo
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1017140	1017604	-							DFI_05095	465		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1017140	1017604	-	ASN80467.1			hypothetical protein			DFI_05095	465	154	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1017847	1018392	-							DFI_05100	546		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1017847	1018392	-	ASN80468.1			hypothetical protein			DFI_05100	546	181	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1018426	1021920	-							DFI_05105	3495		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1018426	1021920	-	ASN80469.1			hypothetical protein			DFI_05105	3495	1164	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1022051	1022860	-							DFI_05110	810		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1022051	1022860	-	ASN82024.1			manganese ABC transporter permease			DFI_05110	810	269	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1022865	1023596	-							DFI_05115	732		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1022865	1023596	-	ASN82025.1			manganese ABC transporter ATP-binding protein			DFI_05115	732	243	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1023636	1024883	-							DFI_05120	1248		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1023636	1024883	-	ASN80470.1			hypothetical protein			DFI_05120	1248	415	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1024916	1025860	-							DFI_05125	945		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1024916	1025860	-	ASN80471.1			hypothetical protein			DFI_05125	945	314	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1025942	1026445	+							DFI_05130	504		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1025942	1026445	+	ASN80472.1			MarR family transcriptional regulator			DFI_05130	504	167	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1026442	1027020	+							DFI_05135	579		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1026442	1027020	+	ASN80473.1			hypothetical protein			DFI_05135	579	192	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1027149	1028372	+							DFI_05140	1224		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1027149	1028372	+	ASN82026.1			LmrP protein			DFI_05140	1224	407	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1028369	1029574	+							DFI_05145	1206		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1028369	1029574	+	ASN82027.1			MFS transporter			DFI_05145	1206	401	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1029519	1029881	-							DFI_05150	363		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1029519	1029881	-	ASN80474.1			hypothetical protein			DFI_05150	363	120	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1030004	1030999	-							DFI_05155	996		
CDS	with_protein	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1030004	1030999	-	ASN80475.1			lipoyl synthase			DFI_05155	996	331	
gene	protein_coding	GCA_003444775.1	Primary Assembly	chromosome		CP021081.1	1031003	1031734	-							DFI_05160	732		
